Kürzel,/thyssenkrupp-aktie,/thyssenkrupp-aktie
Datum,ThyssenKrupp,ThyssenKrupp
20.03.17,20.03.17,"23,40"
17.03.17,17.03.17,"23,68"
16.03.17,16.03.17,"23,415"
15.03.17,15.03.17,"23,315"
14.03.17,14.03.17,"22,935"
13.03.17,13.03.17,"23,075"
10.03.17,10.03.17,"22,555"
09.03.17,09.03.17,"22,58"
08.03.17,08.03.17,"22,72"
07.03.17,07.03.17,"22,955"
06.03.17,06.03.17,"23,17"
03.03.17,03.03.17,"23,61"
02.03.17,02.03.17,"23,515"
01.03.17,01.03.17,"23,925"
28.02.17,28.02.17,"23,595"
27.02.17,27.02.17,"23,745"
24.02.17,24.02.17,"23,90"
23.02.17,23.02.17,"24,255"
22.02.17,22.02.17,"24,24"
21.02.17,21.02.17,"23,17"
20.02.17,20.02.17,"22,925"
17.02.17,17.02.17,"22,895"
16.02.17,16.02.17,"23,145"
15.02.17,15.02.17,"23,46"
14.02.17,14.02.17,"23,35"
13.02.17,13.02.17,"23,585"
10.02.17,10.02.17,"23,61"
09.02.17,09.02.17,"23,05"
08.02.17,08.02.17,"23,255"
07.02.17,07.02.17,"23,46"
06.02.17,06.02.17,"23,075"
03.02.17,03.02.17,"23,24"
02.02.17,02.02.17,"23,335"
01.02.17,01.02.17,"23,625"
31.01.17,31.01.17,"23,35"
30.01.17,30.01.17,"23,47"
27.01.17,27.01.17,"24,35"
26.01.17,26.01.17,"23,95"
25.01.17,25.01.17,"24,265"
24.01.17,24.01.17,"23,95"
23.01.17,23.01.17,"23,72"
20.01.17,20.01.17,"24,00"
19.01.17,19.01.17,"23,615"
18.01.17,18.01.17,"24,005"
17.01.17,17.01.17,"23,90"
16.01.17,16.01.17,"23,95"
13.01.17,13.01.17,"23,83"
12.01.17,12.01.17,"23,485"
11.01.17,11.01.17,"23,685"
10.01.17,10.01.17,"22,925"
09.01.17,09.01.17,"22,49"
06.01.17,06.01.17,"22,625"
05.01.17,05.01.17,"22,75"
04.01.17,04.01.17,"22,665"
03.01.17,03.01.17,"23,02"
02.01.17,02.01.17,"22,955"
30.12.16,30.12.16,"22,64"
29.12.16,29.12.16,"22,74"
28.12.16,28.12.16,"22,855"
27.12.16,27.12.16,"22,61"
23.12.16,23.12.16,"22,73"
22.12.16,22.12.16,"22,865"
21.12.16,21.12.16,"23,065"
20.12.16,20.12.16,"23,175"
19.12.16,19.12.16,"23,02"
16.12.16,16.12.16,"23,265"
15.12.16,15.12.16,"23,54"
14.12.16,14.12.16,"23,40"
13.12.16,13.12.16,"23,44"
12.12.16,12.12.16,"23,495"
09.12.16,09.12.16,"23,51"
08.12.16,08.12.16,"24,20"
07.12.16,07.12.16,"23,50"
06.12.16,06.12.16,"22,035"
05.12.16,05.12.16,"21,935"
02.12.16,02.12.16,"21,28"
01.12.16,01.12.16,"21,33"
30.11.16,30.11.16,"21,42"
29.11.16,29.11.16,"21,05"
28.11.16,28.11.16,"20,99"
25.11.16,25.11.16,"21,295"
24.11.16,24.11.16,"21,93"
23.11.16,23.11.16,"21,95"
22.11.16,22.11.16,"21,77"
21.11.16,21.11.16,"21,175"
18.11.16,18.11.16,"21,175"
17.11.16,17.11.16,"21,205"
16.11.16,16.11.16,"21,55"
15.11.16,15.11.16,"21,68"
14.11.16,14.11.16,"21,735"
11.11.16,11.11.16,"21,12"
10.11.16,10.11.16,"21,345"
09.11.16,09.11.16,"21,255"
08.11.16,08.11.16,"20,41"
07.11.16,07.11.16,"20,285"
04.11.16,04.11.16,"19,77"
03.11.16,03.11.16,"20,05"
02.11.16,02.11.16,"20,345"
01.11.16,01.11.16,"20,505"
31.10.16,31.10.16,"21,09"
28.10.16,28.10.16,"21,00"
27.10.16,27.10.16,"21,46"
26.10.16,26.10.16,"21,35"
25.10.16,25.10.16,"21,91"
24.10.16,24.10.16,"22,62"
21.10.16,21.10.16,"22,315"
20.10.16,20.10.16,"21,995"
19.10.16,19.10.16,"22,10"
18.10.16,18.10.16,"22,06"
17.10.16,17.10.16,"21,85"
14.10.16,14.10.16,"21,925"
13.10.16,13.10.16,"21,48"
12.10.16,12.10.16,"22,235"
11.10.16,11.10.16,"22,145"
10.10.16,10.10.16,"22,44"
07.10.16,07.10.16,"21,825"
06.10.16,06.10.16,"21,43"
05.10.16,05.10.16,"21,595"
04.10.16,04.10.16,"21,445"
30.09.16,30.09.16,"21,22"
29.09.16,29.09.16,"21,265"
28.09.16,28.09.16,"21,10"
27.09.16,27.09.16,"20,83"
26.09.16,26.09.16,"21,08"
23.09.16,23.09.16,"21,135"
22.09.16,22.09.16,"21,245"
21.09.16,21.09.16,"20,665"
20.09.16,20.09.16,"20,47"
19.09.16,19.09.16,"20,825"
16.09.16,16.09.16,"20,285"
15.09.16,15.09.16,"20,615"
14.09.16,14.09.16,"20,435"
13.09.16,13.09.16,"20,395"
12.09.16,12.09.16,"20,775"
09.09.16,09.09.16,"21,45"
08.09.16,08.09.16,"22,01"
07.09.16,07.09.16,"22,265"
06.09.16,06.09.16,"21,835"
05.09.16,05.09.16,"21,90"
02.09.16,02.09.16,"21,635"
01.09.16,01.09.16,"21,145"
31.08.16,31.08.16,"20,895"
30.08.16,30.08.16,"21,05"
29.08.16,29.08.16,"21,075"
26.08.16,26.08.16,"21,34"
25.08.16,25.08.16,"21,15"
24.08.16,24.08.16,"21,215"
23.08.16,23.08.16,"21,33"
22.08.16,22.08.16,"21,085"
19.08.16,19.08.16,"21,745"
18.08.16,18.08.16,"21,615"
17.08.16,17.08.16,"20,965"
16.08.16,16.08.16,"21,525"
15.08.16,15.08.16,"21,54"
12.08.16,12.08.16,"21,55"
11.08.16,11.08.16,"21,32"
10.08.16,10.08.16,"21,115"
09.08.16,09.08.16,"21,775"
08.08.16,08.08.16,"21,045"
05.08.16,05.08.16,"20,69"
04.08.16,04.08.16,"20,075"
03.08.16,03.08.16,"19,67"
02.08.16,02.08.16,"19,655"
01.08.16,01.08.16,"20,15"
29.07.16,29.07.16,"20,50"
28.07.16,28.07.16,"20,335"
27.07.16,27.07.16,"19,895"
26.07.16,26.07.16,"19,825"
25.07.16,25.07.16,"19,795"
22.07.16,22.07.16,"19,505"
21.07.16,21.07.16,"19,61"
20.07.16,20.07.16,"19,65"
19.07.16,19.07.16,"19,37"
18.07.16,18.07.16,"19,785"
15.07.16,15.07.16,"19,735"
14.07.16,14.07.16,"19,79"
13.07.16,13.07.16,"19,355"
12.07.16,12.07.16,"19,69"
11.07.16,11.07.16,"19,26"
08.07.16,08.07.16,"18,095"
07.07.16,07.07.16,"16,995"
06.07.16,06.07.16,"16,92"
05.07.16,05.07.16,"17,09"
04.07.16,04.07.16,"18,30"
01.07.16,01.07.16,"19,015"
30.06.16,30.06.16,"18,01"
29.06.16,29.06.16,"17,91"
28.06.16,28.06.16,"17,54"
27.06.16,27.06.16,"17,00"
24.06.16,24.06.16,"17,425"
23.06.16,23.06.16,"19,89"
22.06.16,22.06.16,"18,93"
21.06.16,21.06.16,"18,865"
20.06.16,20.06.16,"19,04"
17.06.16,17.06.16,"18,505"
16.06.16,16.06.16,"17,86"
15.06.16,15.06.16,"17,735"
14.06.16,14.06.16,"17,40"
13.06.16,13.06.16,"17,76"
10.06.16,10.06.16,"18,405"
09.06.16,09.06.16,"19,485"
08.06.16,08.06.16,"19,84"
07.06.16,07.06.16,"20,00"
06.06.16,06.06.16,"19,64"
03.06.16,03.06.16,"19,755"
02.06.16,02.06.16,"19,72"
01.06.16,01.06.16,"19,595"
31.05.16,31.05.16,"19,785"
30.05.16,30.05.16,"19,58"
27.05.16,27.05.16,"19,655"
26.05.16,26.05.16,"19,815"
25.05.16,25.05.16,"19,125"
24.05.16,24.05.16,"18,68"
23.05.16,23.05.16,"18,29"
20.05.16,20.05.16,"18,53"
19.05.16,19.05.16,"18,06"
18.05.16,18.05.16,"18,89"
17.05.16,17.05.16,"18,95"
13.05.16,13.05.16,"18,675"
12.05.16,12.05.16,"18,61"
11.05.16,11.05.16,"19,03"
10.05.16,10.05.16,"18,455"
09.05.16,09.05.16,"18,36"
06.05.16,06.05.16,"19,39"
05.05.16,05.05.16,"19,23"
04.05.16,04.05.16,"19,38"
03.05.16,03.05.16,"19,435"
02.05.16,02.05.16,"20,385"
29.04.16,29.04.16,"20,31"
28.04.16,28.04.16,"20,97"
27.04.16,27.04.16,"20,315"
26.04.16,26.04.16,"20,32"
25.04.16,25.04.16,"20,83"
22.04.16,22.04.16,"21,685"
21.04.16,21.04.16,"21,25"
20.04.16,20.04.16,"21,725"
19.04.16,19.04.16,"21,42"
18.04.16,18.04.16,"20,765"
15.04.16,15.04.16,"20,505"
14.04.16,14.04.16,"20,395"
13.04.16,13.04.16,"20,535"
12.04.16,12.04.16,"19,36"
11.04.16,11.04.16,"19,135"
08.04.16,08.04.16,"18,66"
07.04.16,07.04.16,"18,015"
06.04.16,06.04.16,"18,51"
05.04.16,05.04.16,"18,16"
04.04.16,04.04.16,"19,045"
01.04.16,01.04.16,"19,16"
31.03.16,31.03.16,"18,26"
30.03.16,30.03.16,"18,195"
29.03.16,29.03.16,"16,805"
24.03.16,24.03.16,"16,89"
23.03.16,23.03.16,"17,225"
22.03.16,22.03.16,"17,29"
21.03.16,21.03.16,"17,21"
18.03.16,18.03.16,"17,53"
17.03.16,17.03.16,"17,485"
16.03.16,16.03.16,"17,275"
15.03.16,15.03.16,"17,25"
14.03.16,14.03.16,"17,55"
11.03.16,11.03.16,"17,485"
10.03.16,10.03.16,"16,12"
09.03.16,09.03.16,"16,505"
08.03.16,08.03.16,"16,56"
07.03.16,07.03.16,"17,185"
04.03.16,04.03.16,"17,03"
03.03.16,03.03.16,"16,515"
02.03.16,02.03.16,"16,37"
01.03.16,01.03.16,"16,15"
29.02.16,29.02.16,"15,615"
26.02.16,26.02.16,"15,09"
25.02.16,25.02.16,"14,52"
24.02.16,24.02.16,"14,49"
23.02.16,23.02.16,"14,95"
22.02.16,22.02.16,"15,555"
19.02.16,19.02.16,"14,84"
18.02.16,18.02.16,"14,805"
17.02.16,17.02.16,"14,825"
16.02.16,16.02.16,"13,57"
15.02.16,15.02.16,"14,005"
12.02.16,12.02.16,"14,02"
11.02.16,11.02.16,"12,90"
10.02.16,10.02.16,"13,215"
09.02.16,09.02.16,"12,84"
08.02.16,08.02.16,"13,32"
05.02.16,05.02.16,"13,955"
04.02.16,04.02.16,"14,165"
03.02.16,03.02.16,"13,465"
02.02.16,02.02.16,"13,35"
01.02.16,01.02.16,"14,205"
29.01.16,29.01.16,"14,235"
28.01.16,28.01.16,"14,71"
27.01.16,27.01.16,"15,025"
26.01.16,26.01.16,"15,35"
25.01.16,25.01.16,"14,97"
22.01.16,22.01.16,"15,02"
21.01.16,21.01.16,"15,13"
20.01.16,20.01.16,"14,66"
19.01.16,19.01.16,"15,185"
18.01.16,18.01.16,"15,11"
15.01.16,15.01.16,"15,24"
14.01.16,14.01.16,"15,88"
13.01.16,13.01.16,"15,94"
12.01.16,12.01.16,"16,09"
11.01.16,11.01.16,"16,18"
08.01.16,08.01.16,"16,365"
07.01.16,07.01.16,"16,75"
06.01.16,06.01.16,"17,37"
05.01.16,05.01.16,"17,72"
04.01.16,04.01.16,"17,565"
30.12.15,30.12.15,"18,34"
29.12.15,29.12.15,"18,39"
28.12.15,28.12.15,"18,335"
23.12.15,23.12.15,"18,795"
22.12.15,22.12.15,"17,61"
21.12.15,21.12.15,"17,37"
18.12.15,18.12.15,"17,495"
17.12.15,17.12.15,"17,28"
16.12.15,16.12.15,"17,29"
15.12.15,15.12.15,"17,29"
14.12.15,14.12.15,"16,825"
11.12.15,11.12.15,"17,23"
10.12.15,10.12.15,"17,84"
09.12.15,09.12.15,"17,695"
08.12.15,08.12.15,"17,67"
07.12.15,07.12.15,"18,35"
04.12.15,04.12.15,"18,325"
03.12.15,03.12.15,"18,625"
02.12.15,02.12.15,"19,255"
01.12.15,01.12.15,"19,765"
30.11.15,30.11.15,"20,145"
27.11.15,27.11.15,"19,835"
26.11.15,26.11.15,"19,985"
25.11.15,25.11.15,"19,56"
24.11.15,24.11.15,"19,20"
23.11.15,23.11.15,"19,465"
20.11.15,20.11.15,"19,52"
19.11.15,19.11.15,"19,65"
18.11.15,18.11.15,"19,16"
17.11.15,17.11.15,"18,885"
16.11.15,16.11.15,"18,30"
13.11.15,13.11.15,"18,235"
12.11.15,12.11.15,"18,465"
11.11.15,11.11.15,"18,98"
10.11.15,10.11.15,"18,85"
09.11.15,09.11.15,"18,97"
06.11.15,06.11.15,"18,64"
05.11.15,05.11.15,"18,175"
04.11.15,04.11.15,"18,665"
03.11.15,03.11.15,"18,605"
02.11.15,02.11.15,"18,54"
30.10.15,30.10.15,"18,345"
29.10.15,29.10.15,"18,055"
28.10.15,28.10.15,"18,56"
27.10.15,27.10.15,"18,12"
26.10.15,26.10.15,"18,535"
23.10.15,23.10.15,"18,81"
22.10.15,22.10.15,"18,365"
21.10.15,21.10.15,"17,735"
20.10.15,20.10.15,"17,545"
19.10.15,19.10.15,"17,545"
16.10.15,16.10.15,"17,415"
15.10.15,15.10.15,"17,47"
14.10.15,14.10.15,"17,59"
13.10.15,13.10.15,"17,695"
12.10.15,12.10.15,"17,975"
09.10.15,09.10.15,"18,22"
08.10.15,08.10.15,"18,005"
07.10.15,07.10.15,"17,745"
06.10.15,06.10.15,"16,95"
05.10.15,05.10.15,"16,715"
02.10.15,02.10.15,"15,93"
01.10.15,01.10.15,"15,565"
30.09.15,30.09.15,"15,68"
29.09.15,29.09.15,"15,615"
28.09.15,28.09.15,"15,25"
25.09.15,25.09.15,"15,94"
24.09.15,24.09.15,"15,745"
23.09.15,23.09.15,"16,045"
22.09.15,22.09.15,"16,255"
21.09.15,21.09.15,"17,08"
18.09.15,18.09.15,"17,20"
17.09.15,17.09.15,"17,86"
16.09.15,16.09.15,"18,105"
15.09.15,15.09.15,"18,04"
14.09.15,14.09.15,"18,01"
11.09.15,11.09.15,"18,13"
10.09.15,10.09.15,"18,45"
09.09.15,09.09.15,"18,795"
08.09.15,08.09.15,"18,66"
07.09.15,07.09.15,"18,515"
04.09.15,04.09.15,"18,24"
03.09.15,03.09.15,"19,15"
02.09.15,02.09.15,"18,58"
01.09.15,01.09.15,"18,675"
31.08.15,31.08.15,"19,325"
28.08.15,28.08.15,"19,50"
27.08.15,27.08.15,"19,605"
26.08.15,26.08.15,"18,815"
25.08.15,25.08.15,"19,165"
24.08.15,24.08.15,"18,23"
21.08.15,21.08.15,"19,545"
20.08.15,20.08.15,"20,22"
19.08.15,19.08.15,"20,84"
18.08.15,18.08.15,"21,50"
17.08.15,17.08.15,"22,05"
14.08.15,14.08.15,"22,12"
13.08.15,13.08.15,"22,16"
12.08.15,12.08.15,"22,25"
11.08.15,11.08.15,"23,335"
10.08.15,10.08.15,"24,04"
07.08.15,07.08.15,"23,84"
06.08.15,06.08.15,"23,96"
05.08.15,05.08.15,"24,13"
04.08.15,04.08.15,"23,58"
03.08.15,03.08.15,"23,075"
31.07.15,31.07.15,"23,085"
30.07.15,30.07.15,"22,94"
29.07.15,29.07.15,"23,00"
28.07.15,28.07.15,"22,95"
27.07.15,27.07.15,"22,775"
24.07.15,24.07.15,"23,57"
23.07.15,23.07.15,"24,00"
22.07.15,22.07.15,"24,22"
21.07.15,21.07.15,"24,585"
20.07.15,20.07.15,"24,915"
17.07.15,17.07.15,"24,585"
16.07.15,16.07.15,"24,365"
15.07.15,15.07.15,"23,94"
14.07.15,14.07.15,"24,035"
13.07.15,13.07.15,"23,955"
10.07.15,10.07.15,"23,405"
09.07.15,09.07.15,"22,68"
08.07.15,08.07.15,"22,23"
07.07.15,07.07.15,"21,815"
06.07.15,06.07.15,"22,86"
03.07.15,03.07.15,"23,305"
02.07.15,02.07.15,"23,375"
01.07.15,01.07.15,"23,75"
30.06.15,30.06.15,"23,335"
29.06.15,29.06.15,"24,025"
26.06.15,26.06.15,"24,465"
25.06.15,25.06.15,"24,29"
24.06.15,24.06.15,"24,385"
23.06.15,23.06.15,"24,355"
22.06.15,22.06.15,"24,325"
19.06.15,19.06.15,"23,885"
18.06.15,18.06.15,"23,325"
17.06.15,17.06.15,"22,98"
16.06.15,16.06.15,"23,165"
15.06.15,15.06.15,"23,09"
12.06.15,12.06.15,"23,505"
11.06.15,11.06.15,"23,73"
10.06.15,10.06.15,"23,945"
09.06.15,09.06.15,"23,415"
08.06.15,08.06.15,"23,505"
05.06.15,05.06.15,"23,965"
04.06.15,04.06.15,"24,11"
03.06.15,03.06.15,"24,595"
02.06.15,02.06.15,"24,14"
01.06.15,01.06.15,"24,185"
29.05.15,29.05.15,"24,12"
28.05.15,28.05.15,"24,655"
27.05.15,27.05.15,"25,05"
26.05.15,26.05.15,"24,50"
22.05.15,22.05.15,"24,925"
21.05.15,21.05.15,"25,20"
20.05.15,20.05.15,"25,36"
19.05.15,19.05.15,"25,61"
18.05.15,18.05.15,"25,645"
15.05.15,15.05.15,"25,855"
14.05.15,14.05.15,"26,30"
13.05.15,13.05.15,"25,585"
12.05.15,12.05.15,"25,57"
11.05.15,11.05.15,"24,865"
08.05.15,08.05.15,"24,84"
07.05.15,07.05.15,"24,22"
06.05.15,06.05.15,"24,095"
05.05.15,05.05.15,"24,155"
04.05.15,04.05.15,"24,48"
30.04.15,30.04.15,"23,86"
29.04.15,29.04.15,"24,035"
28.04.15,28.04.15,"24,98"
27.04.15,27.04.15,"24,93"
24.04.15,24.04.15,"24,32"
23.04.15,23.04.15,"23,825"
22.04.15,22.04.15,"24,38"
21.04.15,21.04.15,"24,655"
20.04.15,20.04.15,"24,695"
17.04.15,17.04.15,"24,32"
16.04.15,16.04.15,"25,18"
15.04.15,15.04.15,"25,975"
14.04.15,14.04.15,"25,615"
13.04.15,13.04.15,"25,58"
10.04.15,10.04.15,"25,29"
09.04.15,09.04.15,"24,905"
08.04.15,08.04.15,"25,19"
07.04.15,07.04.15,"25,35"
02.04.15,02.04.15,"24,76"
01.04.15,01.04.15,"24,935"
31.03.15,31.03.15,"24,435"
30.03.15,30.03.15,"24,905"
27.03.15,27.03.15,"24,29"
26.03.15,26.03.15,"24,34"
25.03.15,25.03.15,"24,56"
24.03.15,24.03.15,"24,775"
23.03.15,23.03.15,"24,40"
20.03.15,20.03.15,"24,50"
19.03.15,19.03.15,"24,095"
18.03.15,18.03.15,"24,495"
17.03.15,17.03.15,"24,57"
16.03.15,16.03.15,"25,455"
13.03.15,13.03.15,"24,92"
12.03.15,12.03.15,"25,165"
11.03.15,11.03.15,"25,26"
10.03.15,10.03.15,"24,61"
09.03.15,09.03.15,"24,935"
06.03.15,06.03.15,"24,65"
05.03.15,05.03.15,"23,845"
04.03.15,04.03.15,"23,305"
03.03.15,03.03.15,"23,355"
02.03.15,02.03.15,"23,855"
27.02.15,27.02.15,"23,79"
26.02.15,26.02.15,"23,515"
25.02.15,25.02.15,"23,285"
24.02.15,24.02.15,"23,27"
23.02.15,23.02.15,"22,925"
20.02.15,20.02.15,"23,185"
19.02.15,19.02.15,"23,00"
18.02.15,18.02.15,"23,175"
17.02.15,17.02.15,"22,735"
16.02.15,16.02.15,"23,12"
13.02.15,13.02.15,"23,005"
12.02.15,12.02.15,"23,63"
11.02.15,11.02.15,"22,92"
10.02.15,10.02.15,"22,94"
09.02.15,09.02.15,"22,905"
06.02.15,06.02.15,"22,99"
05.02.15,05.02.15,"23,34"
04.02.15,04.02.15,"22,99"
03.02.15,03.02.15,"23,29"
02.02.15,02.02.15,"22,72"
30.01.15,30.01.15,"23,09"
29.01.15,29.01.15,"22,625"
28.01.15,28.01.15,"23,00"
27.01.15,27.01.15,"22,49"
26.01.15,26.01.15,"22,58"
23.01.15,23.01.15,"22,45"
22.01.15,22.01.15,"21,925"
21.01.15,21.01.15,"21,41"
20.01.15,20.01.15,"21,275"
19.01.15,19.01.15,"20,745"
16.01.15,16.01.15,"20,735"
15.01.15,15.01.15,"20,15"
14.01.15,14.01.15,"19,335"
13.01.15,13.01.15,"20,50"
12.01.15,12.01.15,"20,94"
09.01.15,09.01.15,"20,92"
08.01.15,08.01.15,"21,34"
07.01.15,07.01.15,"20,605"
06.01.15,06.01.15,"20,805"
05.01.15,05.01.15,"20,47"
02.01.15,02.01.15,"21,04"
30.12.14,30.12.14,"21,26"
29.12.14,29.12.14,"21,53"
23.12.14,23.12.14,"21,475"
22.12.14,22.12.14,"21,18"
19.12.14,19.12.14,"21,175"
18.12.14,18.12.14,"21,07"
17.12.14,17.12.14,"20,62"
16.12.14,16.12.14,"20,615"
15.12.14,15.12.14,"20,07"
12.12.14,12.12.14,"20,435"
11.12.14,11.12.14,"21,00"
10.12.14,10.12.14,"21,125"
09.12.14,09.12.14,"21,12"
08.12.14,08.12.14,"21,725"
05.12.14,05.12.14,"21,94"
04.12.14,04.12.14,"21,45"
03.12.14,03.12.14,"21,655"
02.12.14,02.12.14,"21,195"
01.12.14,01.12.14,"21,42"
28.11.14,28.11.14,"21,275"
27.11.14,27.11.14,"21,39"
26.11.14,26.11.14,"21,535"
25.11.14,25.11.14,"21,345"
24.11.14,24.11.14,"21,27"
21.11.14,21.11.14,"20,99"
20.11.14,20.11.14,"20,275"
19.11.14,19.11.14,"19,73"
18.11.14,18.11.14,"19,86"
17.11.14,17.11.14,"19,42"
14.11.14,14.11.14,"19,105"
13.11.14,13.11.14,"19,13"
12.11.14,12.11.14,"19,045"
11.11.14,11.11.14,"19,16"
10.11.14,10.11.14,"19,30"
07.11.14,07.11.14,"19,27"
06.11.14,06.11.14,"19,165"
05.11.14,05.11.14,"18,80"
04.11.14,04.11.14,"18,805"
03.11.14,03.11.14,"19,23"
31.10.14,31.10.14,"19,175"
30.10.14,30.10.14,"18,775"
29.10.14,29.10.14,"18,895"
28.10.14,28.10.14,"18,955"
27.10.14,27.10.14,"18,67"
24.10.14,24.10.14,"18,875"
23.10.14,23.10.14,"19,005"
22.10.14,22.10.14,"18,47"
21.10.14,21.10.14,"18,405"
20.10.14,20.10.14,"17,75"
17.10.14,17.10.14,"18,11"
16.10.14,16.10.14,"17,625"
15.10.14,15.10.14,"17,32"
14.10.14,14.10.14,"18,225"
13.10.14,13.10.14,"18,29"
10.10.14,10.10.14,"18,39"
09.10.14,09.10.14,"18,94"
08.10.14,08.10.14,"18,94"
07.10.14,07.10.14,"19,065"
06.10.14,06.10.14,"19,655"
02.10.14,02.10.14,"19,485"
01.10.14,01.10.14,"20,235"
30.09.14,30.09.14,"20,775"
29.09.14,29.09.14,"20,73"
26.09.14,26.09.14,"21,015"
25.09.14,25.09.14,"20,855"
24.09.14,24.09.14,"21,455"
23.09.14,23.09.14,"21,295"
22.09.14,22.09.14,"21,875"
19.09.14,19.09.14,"21,975"
18.09.14,18.09.14,"22,09"
17.09.14,17.09.14,"21,945"
16.09.14,16.09.14,"21,595"
15.09.14,15.09.14,"21,695"
12.09.14,12.09.14,"21,72"
11.09.14,11.09.14,"21,94"
10.09.14,10.09.14,"21,995"
09.09.14,09.09.14,"22,165"
08.09.14,08.09.14,"22,045"
05.09.14,05.09.14,"22,07"
04.09.14,04.09.14,"21,89"
03.09.14,03.09.14,"21,40"
02.09.14,02.09.14,"21,205"
01.09.14,01.09.14,"21,145"
29.08.14,29.08.14,"21,125"
28.08.14,28.08.14,"21,165"
27.08.14,27.08.14,"21,395"
26.08.14,26.08.14,"21,335"
25.08.14,25.08.14,"21,175"
22.08.14,22.08.14,"20,955"
21.08.14,21.08.14,"21,135"
20.08.14,20.08.14,"21,435"
19.08.14,19.08.14,"21,48"
18.08.14,18.08.14,"21,07"
15.08.14,15.08.14,"20,53"
14.08.14,14.08.14,"21,045"
13.08.14,13.08.14,"20,97"
12.08.14,12.08.14,"20,61"
11.08.14,11.08.14,"20,87"
08.08.14,08.08.14,"20,45"
07.08.14,07.08.14,"19,845"
06.08.14,06.08.14,"20,005"
05.08.14,05.08.14,"20,335"
04.08.14,04.08.14,"20,37"
01.08.14,01.08.14,"20,675"
31.07.14,31.07.14,"21,165"
30.07.14,30.07.14,"21,54"
29.07.14,29.07.14,"21,45"
28.07.14,28.07.14,"21,315"
25.07.14,25.07.14,"21,415"
24.07.14,24.07.14,"21,82"
23.07.14,23.07.14,"21,42"
22.07.14,22.07.14,"21,55"
21.07.14,21.07.14,"21,44"
18.07.14,18.07.14,"21,705"
17.07.14,17.07.14,"22,025"
16.07.14,16.07.14,"22,365"
15.07.14,15.07.14,"21,785"
14.07.14,14.07.14,"22,035"
11.07.14,11.07.14,"21,67"
10.07.14,10.07.14,"21,725"
09.07.14,09.07.14,"22,105"
08.07.14,08.07.14,"22,43"
07.07.14,07.07.14,"22,57"
04.07.14,04.07.14,"22,715"
03.07.14,03.07.14,"22,40"
02.07.14,02.07.14,"22,015"
01.07.14,01.07.14,"21,40"
30.06.14,30.06.14,"21,29"
27.06.14,27.06.14,"21,33"
26.06.14,26.06.14,"21,23"
25.06.14,25.06.14,"21,415"
24.06.14,24.06.14,"21,77"
23.06.14,23.06.14,"21,83"
20.06.14,20.06.14,"21,395"
19.06.14,19.06.14,"21,56"
18.06.14,18.06.14,"21,425"
17.06.14,17.06.14,"21,315"
16.06.14,16.06.14,"21,11"
13.06.14,13.06.14,"21,27"
12.06.14,12.06.14,"21,44"
11.06.14,11.06.14,"21,535"
10.06.14,10.06.14,"21,68"
09.06.14,09.06.14,"22,12"
06.06.14,06.06.14,"21,695"
05.06.14,05.06.14,"21,89"
04.06.14,04.06.14,"21,615"
03.06.14,03.06.14,"21,67"
02.06.14,02.06.14,"21,98"
30.05.14,30.05.14,"22,03"
29.05.14,29.05.14,"22,325"
28.05.14,28.05.14,"22,35"
27.05.14,27.05.14,"22,50"
26.05.14,26.05.14,"22,57"
23.05.14,23.05.14,"22,14"
22.05.14,22.05.14,"21,935"
21.05.14,21.05.14,"21,79"
20.05.14,20.05.14,"21,79"
19.05.14,19.05.14,"22,16"
16.05.14,16.05.14,"22,255"
15.05.14,15.05.14,"22,00"
14.05.14,14.05.14,"22,385"
13.05.14,13.05.14,"22,135"
12.05.14,12.05.14,"21,27"
09.05.14,09.05.14,"20,615"
08.05.14,08.05.14,"20,685"
07.05.14,07.05.14,"20,575"
06.05.14,06.05.14,"20,58"
05.05.14,05.05.14,"20,515"
02.05.14,02.05.14,"20,525"
30.04.14,30.04.14,"20,52"
29.04.14,29.04.14,"20,305"
28.04.14,28.04.14,"20,11"
25.04.14,25.04.14,"20,015"
24.04.14,24.04.14,"20,465"
23.04.14,23.04.14,"20,40"
22.04.14,22.04.14,"20,405"
17.04.14,17.04.14,"19,875"
16.04.14,16.04.14,"19,62"
15.04.14,15.04.14,"19,275"
14.04.14,14.04.14,"19,735"
11.04.14,11.04.14,"19,68"
10.04.14,10.04.14,"20,03"
09.04.14,09.04.14,"20,255"
08.04.14,08.04.14,"19,955"
07.04.14,07.04.14,"19,71"
04.04.14,04.04.14,"20,115"
03.04.14,03.04.14,"19,835"
02.04.14,02.04.14,"19,80"
01.04.14,01.04.14,"19,91"
31.03.14,31.03.14,"19,465"
28.03.14,28.03.14,"19,38"
27.03.14,27.03.14,"18,95"
26.03.14,26.03.14,"18,90"
25.03.14,25.03.14,"18,415"
24.03.14,24.03.14,"18,57"
21.03.14,21.03.14,"18,935"
20.03.14,20.03.14,"18,675"
19.03.14,19.03.14,"18,28"
18.03.14,18.03.14,"18,415"
17.03.14,17.03.14,"18,13"
14.03.14,14.03.14,"17,995"
13.03.14,13.03.14,"17,995"
12.03.14,12.03.14,"18,48"
11.03.14,11.03.14,"18,995"
10.03.14,10.03.14,"18,98"
07.03.14,07.03.14,"19,575"
06.03.14,06.03.14,"19,825"
05.03.14,05.03.14,"19,685"
04.03.14,04.03.14,"19,535"
03.03.14,03.03.14,"18,97"
