Datum,/apple-aktie,/apple-aktie.1,/wirecard-aktie,/wirecard-aktie.1
07.10.2004,07.10.2004,2.35428,07.10.2004,1.40758
06.10.2004,06.10.2004,2.31428,06.10.2004,1.41321
05.10.2004,05.10.2004,2.24571,05.10.2004,1.44136
04.10.2004,04.10.2004,2.25357,04.10.2004,1.44136
01.10.2004,01.10.2004,2.22428,01.10.2004,1.43573
30.09.2004,30.09.2004,2.23285,30.09.2004,1.45825
29.09.2004,29.09.2004,2.21571,29.09.2004,1.45825
28.09.2004,28.09.2004,2.16428,28.09.2004,1.45825
27.09.2004,27.09.2004,2.15,27.09.2004,1.45825
24.09.2004,24.09.2004,2.19214,24.09.2004,1.3738
23.09.2004,23.09.2004,2.15714,23.09.2004,1.3006
22.09.2004,22.09.2004,2.19857,22.09.2004,1.28371
21.09.2004,21.09.2004,2.21428,21.09.2004,1.28934
20.09.2004,20.09.2004,2.21428,20.09.2004,1.28934
17.09.2004,17.09.2004,2.16428,17.09.2004,1.29497
16.09.2004,16.09.2004,2.14,16.09.2004,1.29497
15.09.2004,15.09.2004,2.07143,15.09.2004,1.29497
14.09.2004,14.09.2004,2.07143,14.09.2004,1.26119
13.09.2004,13.09.2004,2.1,13.09.2004,1.23867
10.09.2004,10.09.2004,2.08357,10.09.2004,1.23867
09.09.2004,09.09.2004,2.09786,09.09.2004,1.188
08.09.2004,08.09.2004,2.13571,08.09.2004,1.26682
07.09.2004,07.09.2004,2.10928,07.09.2004,1.26682
06.09.2004,06.09.2004,2.05714,06.09.2004,1.26682
03.09.2004,03.09.2004,2.10286,03.09.2004,1.29497
02.09.2004,02.09.2004,2.07143,02.09.2004,1.28371
01.09.2004,01.09.2004,2.02857,01.09.2004,1.19363
31.08.2004,31.08.2004,2.01071,31.08.2004,1.22741
30.08.2004,30.08.2004,2.05,30.08.2004,1.22741
27.08.2004,27.08.2004,2.04357,27.08.2004,1.26682
26.08.2004,26.08.2004,2.00428,26.08.2004,1.26682
25.08.2004,25.08.2004,1.89286,25.08.2004,1.31186
24.08.2004,24.08.2004,1.84286,24.08.2004,1.37943
23.08.2004,23.08.2004,1.83214,23.08.2004,1.28371
20.08.2004,20.08.2004,1.76071,20.08.2004,1.28371
19.08.2004,19.08.2004,1.79286,19.08.2004,1.21052
18.08.2004,18.08.2004,1.82143,18.08.2004,1.21052
17.08.2004,17.08.2004,1.77571,17.08.2004,1.26682
16.08.2004,16.08.2004,1.78214,16.08.2004,1.26682
13.08.2004,13.08.2004,1.80714,13.08.2004,1.27245
12.08.2004,12.08.2004,1.78214,12.08.2004,1.32312
11.08.2004,11.08.2004,1.77857,11.08.2004,1.25556
10.08.2004,10.08.2004,1.75,10.08.2004,1.33439
09.08.2004,09.08.2004,1.74857,09.08.2004,1.32312
06.08.2004,06.08.2004,1.74643,06.08.2004,1.28934
05.08.2004,05.08.2004,1.89428,05.08.2004,1.39632
04.08.2004,04.08.2004,1.83,04.08.2004,1.38506
03.08.2004,03.08.2004,1.84357,03.08.2004,1.3738
02.08.2004,02.08.2004,1.86428,02.08.2004,1.3738
30.07.2004,30.07.2004,1.94071,30.07.2004,1.23304
29.07.2004,29.07.2004,1.91786,29.07.2004,1.36817
28.07.2004,28.07.2004,1.9,28.07.2004,1.36254
27.07.2004,27.07.2004,1.83571,27.07.2004,1.41321
26.07.2004,26.07.2004,1.85,26.07.2004,1.35691
23.07.2004,23.07.2004,1.87143,23.07.2004,1.37943
22.07.2004,22.07.2004,1.87071,22.07.2004,1.40195
21.07.2004,21.07.2004,1.87857,21.07.2004,1.44136
20.07.2004,20.07.2004,1.84,20.07.2004,1.43573
19.07.2004,19.07.2004,1.83214,19.07.2004,1.48077
16.07.2004,16.07.2004,1.85286,16.07.2004,1.52019
15.07.2004,15.07.2004,1.84714,15.07.2004,1.55397
14.07.2004,14.07.2004,1.66428,14.07.2004,1.56523
13.07.2004,13.07.2004,1.70714,13.07.2004,1.52019
12.07.2004,12.07.2004,1.70714,12.07.2004,1.54834
09.07.2004,09.07.2004,1.75,09.07.2004,1.5596
08.07.2004,08.07.2004,1.74286,08.07.2004,1.56523
07.07.2004,07.07.2004,1.80071,07.07.2004,1.6159
06.07.2004,06.07.2004,1.80428,06.07.2004,1.58775
05.07.2004,05.07.2004,1.85286,05.07.2004,1.63842
02.07.2004,02.07.2004,1.77143,02.07.2004,1.63279
01.07.2004,01.07.2004,1.88357,01.07.2004,1.63279
30.06.2004,30.06.2004,1.90071,30.06.2004,1.61027
29.06.2004,29.06.2004,1.86,29.06.2004,1.59338
28.06.2004,28.06.2004,1.92857,28.06.2004,1.62716
25.06.2004,25.06.2004,1.96643,25.06.2004,1.57649
24.06.2004,24.06.2004,1.95357,24.06.2004,1.4864
23.06.2004,23.06.2004,1.94,23.06.2004,1.52019
22.06.2004,22.06.2004,1.89286,22.06.2004,1.40758
21.06.2004,21.06.2004,1.94071,21.06.2004,1.52019
18.06.2004,18.06.2004,1.94643,18.06.2004,1.45262
17.06.2004,17.06.2004,1.92857,17.06.2004,1.53145
16.06.2004,16.06.2004,1.85928,16.06.2004,1.53145
15.06.2004,15.06.2004,1.81714,15.06.2004,1.44699
14.06.2004,14.06.2004,1.79786,14.06.2004,1.49203
11.06.2004,11.06.2004,1.81357,11.06.2004,1.42447
10.06.2004,10.06.2004,1.805,10.06.2004,1.41884
09.06.2004,09.06.2004,1.78928,09.06.2004,1.34565
08.06.2004,08.06.2004,1.74357,08.06.2004,1.34565
07.06.2004,07.06.2004,1.69928,07.06.2004,1.35691
04.06.2004,04.06.2004,1.69428,04.06.2004,1.35691
03.06.2004,03.06.2004,1.67143,03.06.2004,1.31186
02.06.2004,02.06.2004,1.62571,02.06.2004,1.31186
01.06.2004,01.06.2004,1.62571,01.06.2004,1.35128
31.05.2004,31.05.2004,1.65786,31.05.2004,1.32312
28.05.2004,28.05.2004,1.65786,28.05.2004,1.32312
27.05.2004,27.05.2004,1.65786,27.05.2004,1.35128
26.05.2004,26.05.2004,1.64643,26.05.2004,1.36254
25.05.2004,25.05.2004,1.62,25.05.2004,1.37943
24.05.2004,24.05.2004,1.65428,24.05.2004,1.37943
21.05.2004,21.05.2004,1.58214,21.05.2004,1.37943
20.05.2004,20.05.2004,1.60714,20.05.2004,1.37943
19.05.2004,19.05.2004,1.61571,19.05.2004,1.37943
18.05.2004,18.05.2004,1.59786,18.05.2004,1.37943
17.05.2004,17.05.2004,1.56143,17.05.2004,1.39632
14.05.2004,14.05.2004,1.60928,14.05.2004,1.39632
13.05.2004,13.05.2004,1.65,13.05.2004,1.39632
12.05.2004,12.05.2004,1.59428,12.05.2004,1.40758
11.05.2004,11.05.2004,1.57143,11.05.2004,1.51456
10.05.2004,10.05.2004,1.57143,10.05.2004,1.51456
07.05.2004,07.05.2004,1.64714,07.05.2004,1.46951
06.05.2004,06.05.2004,1.57143,06.05.2004,1.49203
05.05.2004,05.05.2004,1.55143,05.05.2004,1.53708
04.05.2004,04.05.2004,1.52428,04.05.2004,1.53708
03.05.2004,03.05.2004,1.55857,03.05.2004,1.53708
30.04.2004,30.04.2004,1.60643,30.04.2004,1.53708
29.04.2004,29.04.2004,1.60643,29.04.2004,1.46388
28.04.2004,28.04.2004,1.64,28.04.2004,1.46388
27.04.2004,27.04.2004,1.61857,27.04.2004,1.49766
26.04.2004,26.04.2004,1.64214,26.04.2004,1.46388
23.04.2004,23.04.2004,1.695,23.04.2004,1.52019
22.04.2004,22.04.2004,1.66357,22.04.2004,1.57086
21.04.2004,21.04.2004,1.67286,21.04.2004,1.57649
20.04.2004,20.04.2004,1.68571,20.04.2004,1.41321
19.04.2004,19.04.2004,1.68857,19.04.2004,1.45262
16.04.2004,16.04.2004,1.71071,16.04.2004,1.46388
15.04.2004,15.04.2004,1.73928,15.04.2004,1.46388
14.04.2004,14.04.2004,1.61214,14.04.2004,1.41321
13.04.2004,13.04.2004,1.65214,13.04.2004,1.44699
12.04.2004,12.04.2004,1.62857,12.04.2004,1.44699
09.04.2004,09.04.2004,1.62857,09.04.2004,1.44699
08.04.2004,08.04.2004,1.62857,08.04.2004,1.44699
07.04.2004,07.04.2004,1.65071,07.04.2004,1.46388
06.04.2004,06.04.2004,1.65,06.04.2004,1.44699
05.04.2004,05.04.2004,1.63357,05.04.2004,1.46388
02.04.2004,02.04.2004,1.55428,02.04.2004,1.43573
01.04.2004,01.04.2004,1.55428,01.04.2004,1.46388
31.03.2004,31.03.2004,1.63,31.03.2004,1.52019
30.03.2004,30.03.2004,1.59643,30.03.2004,1.52019
29.03.2004,29.03.2004,1.615,29.03.2004,1.52019
26.03.2004,26.03.2004,1.59643,26.03.2004,1.49203
25.03.2004,25.03.2004,1.55214,25.03.2004,1.52019
24.03.2004,24.03.2004,1.48643,24.03.2004,1.52019
23.03.2004,23.03.2004,1.48214,23.03.2004,1.49203
22.03.2004,22.03.2004,1.50214,22.03.2004,1.54271
19.03.2004,19.03.2004,1.47857,19.03.2004,1.46388
18.03.2004,18.03.2004,1.53571,18.03.2004,1.47514
17.03.2004,17.03.2004,1.50571,17.03.2004,1.49766
16.03.2004,16.03.2004,1.51928,16.03.2004,1.57086
15.03.2004,15.03.2004,1.55286,15.03.2004,1.57086
12.03.2004,12.03.2004,1.60714,12.03.2004,1.54834
11.03.2004,11.03.2004,1.60071,11.03.2004,1.52019
10.03.2004,10.03.2004,1.60714,10.03.2004,1.54834
09.03.2004,09.03.2004,1.53071,09.03.2004,1.54834
08.03.2004,08.03.2004,1.51143,08.03.2004,1.59901
05.03.2004,05.03.2004,1.52,05.03.2004,1.55397
04.03.2004,04.03.2004,1.42428,04.03.2004,1.59901
03.03.2004,03.03.2004,1.4,03.03.2004,1.59901
02.03.2004,02.03.2004,1.38428,02.03.2004,1.50893
01.03.2004,01.03.2004,1.36357,01.03.2004,1.57086
27.02.2004,27.02.2004,1.34143,27.02.2004,1.57086
26.02.2004,26.02.2004,1.3,26.02.2004,1.56523
25.02.2004,25.02.2004,1.3,25.02.2004,1.53145
24.02.2004,24.02.2004,1.26286,24.02.2004,1.51456
23.02.2004,23.02.2004,1.29643,23.02.2004,1.55397
20.02.2004,20.02.2004,1.25857,20.02.2004,1.55397
19.02.2004,19.02.2004,1.325,19.02.2004,1.59901
18.02.2004,18.02.2004,1.28643,18.02.2004,1.57649
17.02.2004,17.02.2004,1.28357,17.02.2004,1.49766
16.02.2004,16.02.2004,1.30714,16.02.2004,1.49766
13.02.2004,13.02.2004,1.31786,13.02.2004,1.59338
12.02.2004,12.02.2004,1.335,12.02.2004,1.59338
11.02.2004,11.02.2004,1.31214,11.02.2004,1.52019
10.02.2004,10.02.2004,1.26428,10.02.2004,1.54834
09.02.2004,09.02.2004,1.29286,09.02.2004,1.54834
06.02.2004,06.02.2004,1.27643,06.02.2004,1.52019
05.02.2004,05.02.2004,1.23643,05.02.2004,1.52019
04.02.2004,04.02.2004,1.25357,04.02.2004,1.46388
03.02.2004,03.02.2004,1.24714,03.02.2004,1.46388
02.02.2004,02.02.2004,1.29643,02.02.2004,1.46388
30.01.2004,30.01.2004,1.31786,30.01.2004,1.54271
29.01.2004,29.01.2004,1.28928,29.01.2004,1.49203
28.01.2004,28.01.2004,1.31643,28.01.2004,1.49203
27.01.2004,27.01.2004,1.3,27.01.2004,1.54834
26.01.2004,26.01.2004,1.30643,26.01.2004,1.52019
23.01.2004,23.01.2004,1.22857,23.01.2004,1.52019
22.01.2004,22.01.2004,1.24286,22.01.2004,1.54834
21.01.2004,21.01.2004,1.28071,21.01.2004,1.49203
20.01.2004,20.01.2004,1.26786,20.01.2004,1.52019
19.01.2004,19.01.2004,1.335,19.01.2004,1.60464
16.01.2004,16.01.2004,1.30714,16.01.2004,1.50893
15.01.2004,15.01.2004,1.3,15.01.2004,1.57086
14.01.2004,14.01.2004,1.37786,14.01.2004,1.52582
13.01.2004,13.01.2004,1.35857,13.01.2004,1.60464
12.01.2004,12.01.2004,1.32857,12.01.2004,1.63279
09.01.2004,09.01.2004,1.33143,09.01.2004,1.62716
08.01.2004,08.01.2004,1.28643,08.01.2004,1.63279
07.01.2004,07.01.2004,1.23571,07.01.2004,1.53708
06.01.2004,06.01.2004,1.22143,06.01.2004,1.56523
05.01.2004,05.01.2004,1.21071,05.01.2004,1.5596
02.01.2004,02.01.2004,1.23143,02.01.2004,1.63279
01.01.2004,01.01.2004,1.23143,01.01.2004,1.57649
31.12.2003,31.12.2003,1.23143,31.12.2003,1.57649
30.12.2003,30.12.2003,1.23143,30.12.2003,1.57649
29.12.2003,29.12.2003,1.21357,29.12.2003,1.45825
26.12.2003,26.12.2003,1.12857,26.12.2003,1.57649
25.12.2003,25.12.2003,1.12857,25.12.2003,1.57649
24.12.2003,24.12.2003,1.12857,24.12.2003,1.57649
23.12.2003,23.12.2003,1.12857,23.12.2003,1.57649
22.12.2003,22.12.2003,1.14214,22.12.2003,1.54271
19.12.2003,19.12.2003,1.175,19.12.2003,1.5596
18.12.2003,18.12.2003,1.15714,18.12.2003,1.66094
17.12.2003,17.12.2003,1.15,17.12.2003,1.67783
16.12.2003,16.12.2003,1.18714,16.12.2003,1.63279
15.12.2003,15.12.2003,1.22928,15.12.2003,1.55397
12.12.2003,12.12.2003,1.20714,12.12.2003,1.56523
11.12.2003,11.12.2003,1.22786,11.12.2003,1.57086
10.12.2003,10.12.2003,1.17928,10.12.2003,1.57649
09.12.2003,09.12.2003,1.215,09.12.2003,1.62716
08.12.2003,08.12.2003,1.21428,08.12.2003,1.58775
05.12.2003,05.12.2003,1.21428,05.12.2003,1.62716
04.12.2003,04.12.2003,1.25,04.12.2003,1.57649
03.12.2003,03.12.2003,1.32071,03.12.2003,1.57649
02.12.2003,02.12.2003,1.32071,02.12.2003,1.59901
01.12.2003,01.12.2003,1.28786,01.12.2003,1.59901
28.11.2003,28.11.2003,1.20928,28.11.2003,1.60464
27.11.2003,27.11.2003,1.21428,27.11.2003,1.57649
26.11.2003,26.11.2003,1.21857,26.11.2003,1.57649
25.11.2003,25.11.2003,1.28571,25.11.2003,1.57649
24.11.2003,24.11.2003,1.24643,24.11.2003,1.57649
21.11.2003,21.11.2003,1.21428,21.11.2003,1.60464
20.11.2003,20.11.2003,1.22,20.11.2003,1.60464
19.11.2003,19.11.2003,1.22857,19.11.2003,1.66094
18.11.2003,18.11.2003,1.31428,18.11.2003,1.65531
17.11.2003,17.11.2003,1.28714,17.11.2003,1.66094
14.11.2003,14.11.2003,1.34286,14.11.2003,1.63279
13.11.2003,13.11.2003,1.35714,13.11.2003,1.65531
12.11.2003,12.11.2003,1.32143,12.11.2003,1.62153
11.11.2003,11.11.2003,1.35,11.11.2003,1.66657
10.11.2003,10.11.2003,1.39,10.11.2003,1.6891
07.11.2003,07.11.2003,1.42857,07.11.2003,1.60464
06.11.2003,06.11.2003,1.41428,06.11.2003,1.63279
05.11.2003,05.11.2003,1.41428,05.11.2003,1.54834
04.11.2003,04.11.2003,1.41143,04.11.2003,1.54834
03.11.2003,03.11.2003,1.41428,03.11.2003,1.49203
31.10.2003,31.10.2003,1.41428,31.10.2003,1.42447
30.10.2003,30.10.2003,1.41857,30.10.2003,1.59338
29.10.2003,29.10.2003,1.45,29.10.2003,1.59338
28.10.2003,28.10.2003,1.37143,28.10.2003,1.58212
27.10.2003,27.10.2003,1.33786,27.10.2003,1.59901
24.10.2003,24.10.2003,1.33786,24.10.2003,1.59901
23.10.2003,23.10.2003,1.39286,23.10.2003,1.58212
22.10.2003,22.10.2003,1.39143,22.10.2003,1.49203
21.10.2003,21.10.2003,1.40714,21.10.2003,1.59901
20.10.2003,20.10.2003,1.39643,20.10.2003,1.45262
17.10.2003,17.10.2003,1.38571,17.10.2003,1.54271
16.10.2003,16.10.2003,1.41857,16.10.2003,1.57086
15.10.2003,15.10.2003,1.52143,15.10.2003,1.57086
14.10.2003,14.10.2003,1.50571,14.10.2003,1.57649
13.10.2003,13.10.2003,1.47571,13.10.2003,1.3738
10.10.2003,10.10.2003,1.42857,10.10.2003,1.43573
09.10.2003,09.10.2003,1.41286,09.10.2003,1.46388
08.10.2003,08.10.2003,1.38786,08.10.2003,1.47514
07.10.2003,07.10.2003,1.35428,07.10.2003,1.52019
06.10.2003,06.10.2003,1.335,06.10.2003,1.57086
03.10.2003,03.10.2003,1.33,03.10.2003,1.62153
02.10.2003,02.10.2003,1.24714,02.10.2003,1.43573
01.10.2003,01.10.2003,1.24857,01.10.2003,1.31749
30.09.2003,30.09.2003,1.26786,30.09.2003,1.38506
29.09.2003,29.09.2003,1.31714,29.09.2003,1.38506
26.09.2003,26.09.2003,1.23928,26.09.2003,1.52019
25.09.2003,25.09.2003,1.30714,25.09.2003,1.47514
24.09.2003,24.09.2003,1.26571,24.09.2003,1.40758
23.09.2003,23.09.2003,1.37714,23.09.2003,1.57649
22.09.2003,22.09.2003,1.36286,22.09.2003,1.57649
19.09.2003,19.09.2003,1.42857,19.09.2003,1.70599
18.09.2003,18.09.2003,1.37857,18.09.2003,1.54834
17.09.2003,17.09.2003,1.38857,17.09.2003,1.62153
16.09.2003,16.09.2003,1.43714,16.09.2003,1.79607
15.09.2003,15.09.2003,1.42357,15.09.2003,1.6891
12.09.2003,12.09.2003,1.42714,12.09.2003,1.43573
11.09.2003,11.09.2003,1.41571,11.09.2003,1.34565
10.09.2003,10.09.2003,1.425,10.09.2003,1.22741
09.09.2003,09.09.2003,1.42357,09.09.2003,1.18237
08.09.2003,08.09.2003,1.44643,08.09.2003,1.27808
05.09.2003,05.09.2003,1.45714,05.09.2003,1.29497
04.09.2003,04.09.2003,1.50071,04.09.2003,1.29497
03.09.2003,03.09.2003,1.51571,03.09.2003,1.27808
02.09.2003,02.09.2003,1.5,02.09.2003,1.27808
01.09.2003,01.09.2003,1.5,01.09.2003,1.29497
29.08.2003,29.08.2003,1.46571,29.08.2003,1.35128
28.08.2003,28.08.2003,1.41428,28.08.2003,1.29497
27.08.2003,27.08.2003,1.33643,27.08.2003,1.29497
26.08.2003,26.08.2003,1.33857,26.08.2003,1.32312
25.08.2003,25.08.2003,1.33857,25.08.2003,1.2443
22.08.2003,22.08.2003,1.36071,22.08.2003,1.31186
21.08.2003,21.08.2003,1.37357,21.08.2003,1.37943
20.08.2003,20.08.2003,1.33571,20.08.2003,1.40758
19.08.2003,19.08.2003,1.29071,19.08.2003,1.3738
18.08.2003,18.08.2003,1.24643,18.08.2003,1.4301
15.08.2003,15.08.2003,1.275,15.08.2003,1.32312
14.08.2003,14.08.2003,1.28214,14.08.2003,1.32312
13.08.2003,13.08.2003,1.225,13.08.2003,1.32312
12.08.2003,12.08.2003,1.22786,12.08.2003,1.28371
11.08.2003,11.08.2003,1.24357,11.08.2003,1.28371
08.08.2003,08.08.2003,1.24357,08.08.2003,1.28371
07.08.2003,07.08.2003,1.24357,07.08.2003,1.24993
06.08.2003,06.08.2003,1.25857,06.08.2003,1.24993
05.08.2003,05.08.2003,1.31786,05.08.2003,1.24993
04.08.2003,04.08.2003,1.28571,04.08.2003,1.31749
01.08.2003,01.08.2003,1.33428,01.08.2003,1.26682
31.07.2003,31.07.2003,1.33857,31.07.2003,1.32312
30.07.2003,30.07.2003,1.30571,30.07.2003,1.22741
29.07.2003,29.07.2003,1.27,29.07.2003,1.22741
28.07.2003,28.07.2003,1.29928,28.07.2003,1.22741
25.07.2003,25.07.2003,1.28714,25.07.2003,1.22741
24.07.2003,24.07.2003,1.31071,24.07.2003,1.22741
23.07.2003,23.07.2003,1.28214,23.07.2003,1.25556
22.07.2003,22.07.2003,1.30428,22.07.2003,1.29497
21.07.2003,21.07.2003,1.30357,21.07.2003,1.29497
18.07.2003,18.07.2003,1.35286,18.07.2003,1.27245
17.07.2003,17.07.2003,1.32143,17.07.2003,1.2443
16.07.2003,16.07.2003,1.25428,16.07.2003,1.29497
15.07.2003,15.07.2003,1.27143,15.07.2003,1.21052
14.07.2003,14.07.2003,1.27143,14.07.2003,1.06976
11.07.2003,11.07.2003,1.18571,11.07.2003,1.22741
10.07.2003,10.07.2003,1.18571,10.07.2003,1.21615
09.07.2003,09.07.2003,1.25786,09.07.2003,1.26682
08.07.2003,08.07.2003,1.25714,08.07.2003,1.35128
07.07.2003,07.07.2003,1.25214,07.07.2003,1.40758
04.07.2003,04.07.2003,1.20928,04.07.2003,1.46388
03.07.2003,03.07.2003,1.19857,03.07.2003,1.26682
02.07.2003,02.07.2003,1.18928,02.07.2003,1.10354
01.07.2003,01.07.2003,1.15,01.07.2003,1.23867
30.06.2003,30.06.2003,1.17714,30.06.2003,1.23867
27.06.2003,27.06.2003,1.17786,27.06.2003,1.0022
26.06.2003,26.06.2003,1.20143,26.06.2003,0.8164
25.06.2003,25.06.2003,1.19286,25.06.2003,0.8164
24.06.2003,24.06.2003,1.20286,24.06.2003,0.78824
23.06.2003,23.06.2003,1.18,23.06.2003,0.8164
20.06.2003,20.06.2003,1.16714,20.06.2003,0.8164
19.06.2003,19.06.2003,1.16286,19.06.2003,0.8164
18.06.2003,18.06.2003,1.20357,18.06.2003,0.8164
17.06.2003,17.06.2003,1.10643,17.06.2003,0.81077
16.06.2003,16.06.2003,1.02928,16.06.2003,0.81077
13.06.2003,13.06.2003,1.04071,13.06.2003,0.83329
12.06.2003,12.06.2003,1.07786,12.06.2003,0.8727
11.06.2003,11.06.2003,1.03571,11.06.2003,0.92337
10.06.2003,10.06.2003,1.04643,10.06.2003,0.92337
09.06.2003,09.06.2003,1.01857,09.06.2003,0.95715
06.06.2003,06.06.2003,1.08214,06.06.2003,0.95715
05.06.2003,05.06.2003,1.02928,05.06.2003,0.929
04.06.2003,04.06.2003,1.05428,04.06.2003,0.85581
03.06.2003,03.06.2003,1.06857,03.06.2003,0.8727
02.06.2003,02.06.2003,1.09571,02.06.2003,0.82766
30.05.2003,30.05.2003,1.09786,30.05.2003,0.86144
29.05.2003,29.05.2003,1.12214,29.05.2003,0.86144
28.05.2003,28.05.2003,1.12214,28.05.2003,0.82203
27.05.2003,27.05.2003,1.12214,27.05.2003,0.82203
26.05.2003,26.05.2003,1.09786,26.05.2003,0.81077
23.05.2003,23.05.2003,1.09928,23.05.2003,0.88959
22.05.2003,22.05.2003,1.12357,22.05.2003,0.85581
21.05.2003,21.05.2003,1.1,21.05.2003,0.91211
20.05.2003,20.05.2003,1.09714,20.05.2003,0.94589
19.05.2003,19.05.2003,1.12143,19.05.2003,0.98531
16.05.2003,16.05.2003,1.14428,16.05.2003,0.98531
15.05.2003,15.05.2003,1.14714,15.05.2003,0.97968
14.05.2003,14.05.2003,1.14714,14.05.2003,0.929
13.05.2003,13.05.2003,1.15786,13.05.2003,0.95715
12.05.2003,12.05.2003,1.14214,12.05.2003,0.93463
09.05.2003,09.05.2003,1.10857,09.05.2003,0.97404
08.05.2003,08.05.2003,1.09571,08.05.2003,0.90648
07.05.2003,07.05.2003,1.12714,07.05.2003,0.90648
06.05.2003,06.05.2003,1.07428,06.05.2003,0.929
05.05.2003,05.05.2003,0.945,05.05.2003,0.87833
02.05.2003,02.05.2003,0.91857,02.05.2003,0.92337
01.05.2003,01.05.2003,0.90643,01.05.2003,0.91774
30.04.2003,30.04.2003,0.90643,30.04.2003,0.91774
29.04.2003,29.04.2003,0.88,29.04.2003,0.85581
28.04.2003,28.04.2003,0.88,28.04.2003,0.84455
25.04.2003,25.04.2003,0.87071,25.04.2003,0.84455
24.04.2003,24.04.2003,0.87143,24.04.2003,0.8164
23.04.2003,23.04.2003,0.87857,23.04.2003,0.8164
22.04.2003,22.04.2003,0.86428,22.04.2003,0.84455
21.04.2003,21.04.2003,0.84571,21.04.2003,0.87833
18.04.2003,18.04.2003,0.84571,18.04.2003,0.87833
17.04.2003,17.04.2003,0.84571,17.04.2003,0.87833
16.04.2003,16.04.2003,0.86071,16.04.2003,0.87833
15.04.2003,15.04.2003,0.88,15.04.2003,0.87833
14.04.2003,14.04.2003,0.90786,14.04.2003,0.87833
11.04.2003,11.04.2003,0.885,11.04.2003,0.87833
10.04.2003,10.04.2003,0.94214,10.04.2003,0.88959
09.04.2003,09.04.2003,0.96714,09.04.2003,0.88959
08.04.2003,08.04.2003,0.96428,08.04.2003,0.91774
07.04.2003,07.04.2003,0.99571,07.04.2003,1.01346
04.04.2003,04.04.2003,0.94643,04.04.2003,1.01346
03.04.2003,03.04.2003,0.94643,03.04.2003,1.0022
02.04.2003,02.04.2003,0.94714,02.04.2003,1.0022
01.04.2003,01.04.2003,0.92143,01.04.2003,0.93463
31.03.2003,31.03.2003,0.92143,31.03.2003,0.93463
28.03.2003,28.03.2003,0.94357,28.03.2003,1.1148
27.03.2003,27.03.2003,0.95357,27.03.2003,1.1148
26.03.2003,26.03.2003,0.95571,26.03.2003,1.02472
25.03.2003,25.03.2003,0.94286,25.03.2003,1.01909
24.03.2003,24.03.2003,0.96928,24.03.2003,1.01346
21.03.2003,21.03.2003,1.00714,21.03.2003,0.84455
20.03.2003,20.03.2003,1.005,20.03.2003,0.77698
19.03.2003,19.03.2003,1.02857,19.03.2003,0.77698
18.03.2003,18.03.2003,1.02857,18.03.2003,0.77698
17.03.2003,17.03.2003,0.96428,17.03.2003,0.83329
14.03.2003,14.03.2003,0.95714,14.03.2003,0.79951
13.03.2003,13.03.2003,0.93714,13.03.2003,0.79951
12.03.2003,12.03.2003,0.92071,12.03.2003,0.85581
11.03.2003,11.03.2003,0.92071,11.03.2003,0.90085
10.03.2003,10.03.2003,0.93857,10.03.2003,0.95152
07.03.2003,07.03.2003,0.92714,07.03.2003,1.06976
06.03.2003,06.03.2003,0.93643,06.03.2003,1.09791
05.03.2003,05.03.2003,0.965,05.03.2003,0.89522
04.03.2003,04.03.2003,0.95357,04.03.2003,0.8164
03.03.2003,03.03.2003,0.98214,03.03.2003,0.83329
28.02.2003,28.02.2003,0.97571,28.02.2003,0.76572
27.02.2003,27.02.2003,0.97571,27.02.2003,0.72631
26.02.2003,26.02.2003,0.97143,26.02.2003,0.68127
25.02.2003,25.02.2003,0.98357,25.02.2003,0.6869
24.02.2003,24.02.2003,0.985,24.02.2003,0.6869
21.02.2003,21.02.2003,0.97143,21.02.2003,0.6869
20.02.2003,20.02.2003,0.98,20.02.2003,0.69816
19.02.2003,19.02.2003,0.98571,19.02.2003,0.67564
18.02.2003,18.02.2003,0.98571,18.02.2003,0.67564
17.02.2003,17.02.2003,0.96214,17.02.2003,0.64749
14.02.2003,14.02.2003,0.96428,14.02.2003,0.64186
13.02.2003,13.02.2003,0.97571,13.02.2003,0.64186
12.02.2003,12.02.2003,0.955,12.02.2003,0.64186
11.02.2003,11.02.2003,0.94714,11.02.2003,0.65875
10.02.2003,10.02.2003,0.93214,10.02.2003,0.65875
07.02.2003,07.02.2003,0.94286,07.02.2003,0.65875
06.02.2003,06.02.2003,0.96071,06.02.2003,0.66438
05.02.2003,05.02.2003,0.97286,05.02.2003,0.63623
04.02.2003,04.02.2003,0.955,04.02.2003,0.66438
03.02.2003,03.02.2003,0.95,03.02.2003,0.66438
31.01.2003,31.01.2003,0.95357,31.01.2003,0.62497
30.01.2003,30.01.2003,0.95357,30.01.2003,0.62497
29.01.2003,29.01.2003,0.92857,29.01.2003,0.59118
28.01.2003,28.01.2003,0.89286,28.01.2003,0.59118
27.01.2003,27.01.2003,0.89286,27.01.2003,0.59118
24.01.2003,24.01.2003,0.92,24.01.2003,0.60244
23.01.2003,23.01.2003,0.93286,23.01.2003,0.67564
22.01.2003,22.01.2003,0.93786,22.01.2003,0.67564
21.01.2003,21.01.2003,0.95643,21.01.2003,0.7432
20.01.2003,20.01.2003,0.93,20.01.2003,0.7432
17.01.2003,17.01.2003,0.94857,17.01.2003,0.7432
16.01.2003,16.01.2003,0.97143,16.01.2003,0.77698
15.01.2003,15.01.2003,0.97857,15.01.2003,0.77698
